nuclide   ,mass                ,uncertainty         ,Year/link 
58Zn      ,57.954590296        ,0.000053678         ,2020      
58Ga      ,57.974729           ,0.000322            ,2020      
58Ge      ,57.991863           ,0.000537            ,2020      
59K       ,59.030864           ,0.000859            ,2020      
59Ca      ,59.006237           ,0.000644            ,2020      
59Sc      ,58.988374000        ,0.000268000         ,2020      
59Ti      ,58.972217           ,0.000322            ,2020      
59V       ,58.959623343        ,0.000147505         ,2020      
59Cr      ,58.948345426        ,0.000000720         ,2020      
59Mn      ,58.940391111        ,0.000002500         ,2020      
59Fe      ,58.934873492        ,0.000000354         ,2020      
59Co      ,58.933193524        ,0.000000426         ,2020      
59Ni      ,58.934345442        ,0.000000376         ,2020      
59Cu      ,58.939496713        ,0.000000566         ,2020      
59Zn      ,58.949311886        ,0.000000814         ,2020      
59Ga      ,58.963757           ,0.000183            ,2020      
59Ge      ,58.982426           ,0.000429            ,2020      
60Ca      ,60.011809           ,0.000751            ,2020      
60Sc      ,59.995115           ,0.000537            ,2020      
60Ti      ,59.976275000        ,0.000258000         ,2020      
60V       ,59.964479215        ,0.000195327         ,2020      
60Cr      ,59.949641656        ,0.000001200         ,2020      
60Mn      ,59.943136574        ,0.000002500         ,2020      
60Fe      ,59.934070249        ,0.000003656         ,2020      
60Co      ,59.933815536        ,0.000000433         ,2020      
60Ni      ,59.930785129        ,0.000000378         ,2020      
60Cu      ,59.937363787        ,0.000001731         ,2020      
60Zn      ,59.941841317        ,0.000000588         ,2020      
60Ga      ,59.957498           ,0.000215            ,2020      
60Ge      ,59.970445           ,0.000322            ,2020      
60As      ,59.993945           ,0.000429            ,2020      
61Ca      ,61.020408           ,0.000859            ,2020      
61Sc      ,61.000537           ,0.000644            ,2020      
61Ti      ,60.982426           ,0.000322            ,2020      
61V       ,60.967603529        ,0.000252196         ,2020      
61Cr      ,60.954378130        ,0.000002000         ,2020      
61Mn      ,60.944452541        ,0.000002500         ,2020      
61Fe      ,60.936746241        ,0.000002800         ,2020      
61Co      ,60.932476031        ,0.000000901         ,2020      
61Ni      ,60.931054819        ,0.000000381         ,2020      
61Cu      ,60.933457375        ,0.000001020         ,2020      
61Zn      ,60.939506964        ,0.000017068         ,2020      
61Ga      ,60.949398861        ,0.000040787         ,2020      
61Ge      ,60.963725           ,0.000322            ,2020      
61As      ,60.981535           ,0.000322            ,2020      
62Sc      ,62.007848           ,0.000644            ,2020      
62Ti      ,61.986903           ,0.000429            ,2020      
62V       ,61.972932556        ,0.000283723         ,2020      
62Cr      ,61.956142920        ,0.000003700         ,2020      
62Mn      ,61.947907384        ,0.000007023         ,2020      
62Fe      ,61.936791809        ,0.000003000         ,2020      
62Co      ,61.934058198        ,0.000019940         ,2020      
62Ni      ,61.928344753        ,0.000000455         ,2020      
62Cu      ,61.932594803        ,0.000000683         ,2020      
62Zn      ,61.934333359        ,0.000000660         ,2020      
62Ga      ,61.944189639        ,0.000000684         ,2020      
62Ge      ,61.954761           ,0.000150            ,2020      
62As      ,61.973784           ,0.000322            ,2020      
63Sc      ,63.014031           ,0.000751            ,2020      
63Ti      ,62.993709           ,0.000537            ,2020      
63V       ,62.976661000        ,0.000365000         ,2020      
63Cr      ,62.961161000        ,0.000078000         ,2020      
63Mn      ,62.949664672        ,0.000004000         ,2020      
63Fe      ,62.940272698        ,0.000004618         ,2020      
63Co      ,62.933599630        ,0.000019941         ,2020      
63Ni      ,62.929669021        ,0.000000457         ,2020      
63Cu      ,62.929597119        ,0.000000457         ,2020      
63Zn      ,62.933211140        ,0.000001674         ,2020      
63Ga      ,62.939294194        ,0.000001400         ,2020      
63Ge      ,62.949628000        ,0.000040000         ,2020      
63As      ,62.964036           ,0.000215            ,2020      
63Se      ,62.981911           ,0.000537            ,2020      
64Ti      ,63.998411           ,0.000644            ,2020      
64V       ,63.982480           ,0.000429            ,2020      
64Cr      ,63.963886000        ,0.000322000         ,2020      
64Mn      ,63.953849369        ,0.000003800         ,2020      
64Fe      ,63.940987761        ,0.000005386         ,2020      
64Co      ,63.935810176        ,0.000021476         ,2020      
64Ni      ,63.927966228        ,0.000000497         ,2020      
64Cu      ,63.929764001        ,0.000000458         ,2020      
64Zn      ,63.929141776        ,0.000000690         ,2020      
64Ga      ,63.936840366        ,0.000001533         ,2020      
64Ge      ,63.941689912        ,0.000004000         ,2020      
64As      ,63.957560           ,0.000218            ,2020      
64Se      ,63.971165           ,0.000537            ,2020      
65Ti      ,65.005593           ,0.000751            ,2020      
65V       ,64.986999           ,0.000537            ,2020      
65Cr      ,64.969608           ,0.000215            ,2020      
65Mn      ,64.956019749        ,0.000004000         ,2020      
65Fe      ,64.945015323        ,0.000005487         ,2020      
65Co      ,64.936462071        ,0.000002235         ,2020      
65Ni      ,64.930084585        ,0.000000518         ,2020      
65Cu      ,64.927789476        ,0.000000690         ,2020      
65Zn      ,64.929240534        ,0.000000693         ,2020      
65Ga      ,64.932734424        ,0.000000849         ,2020      
65Ge      ,64.939368136        ,0.000002323         ,2020      
65As      ,64.949611000        ,0.000091000         ,2020      
65Se      ,64.964552           ,0.000322            ,2020      
65Br      ,64.982297           ,0.000537            ,2020      
66V       ,65.993237           ,0.000537            ,2020      
66Cr      ,65.973011           ,0.000322            ,2020      
66Mn      ,65.960546833        ,0.000012000         ,2020      
66Fe      ,65.946249958        ,0.000004400         ,2020      
66Co      ,65.939442943        ,0.000015000         ,2020      
66Ni      ,65.929139333        ,0.000001500         ,2020      
66Cu      ,65.928868804        ,0.000000696         ,2020      
66Zn      ,65.926033639        ,0.000000798         ,2020      
66Ga      ,65.931589766        ,0.000001172         ,2020      
66Ge      ,65.933862124        ,0.000002577         ,2020      
66As      ,65.944148778        ,0.000006100         ,2020      
66Se      ,65.955276           ,0.000215            ,2020      
66Br      ,65.974697           ,0.000429            ,2020      
67V       ,66.998128           ,0.000644            ,2020      
67Cr      ,66.979313           ,0.000429            ,2020      
67Mn      ,66.963950           ,0.000215            ,2020      
67Fe      ,66.950930000        ,0.000004100         ,2020      
67Co      ,66.940609625        ,0.000006917         ,2020      
67Ni      ,66.931569413        ,0.000003100         ,2020      
67Cu      ,66.927729490        ,0.000000957         ,2020      
67Zn      ,66.927127422        ,0.000000810         ,2020      
67Ga      ,66.928202276        ,0.000001262         ,2020      
67Ge      ,66.932716999        ,0.000004636         ,2020      
67As      ,66.939251110        ,0.000000475         ,2020      
67Se      ,66.949994000        ,0.000072000         ,2020      
67Br      ,66.965078           ,0.000322            ,2020      
67Kr      ,66.983305           ,0.000455            ,2020      
68Cr      ,67.983156           ,0.000537            ,2020      
68Mn      ,67.968953           ,0.000322            ,2020      
68Fe      ,67.952875           ,0.000207            ,2020      
68Co      ,67.944559401        ,0.000004142         ,2020      
68Ni      ,67.931868787        ,0.000003200         ,2020      
68Cu      ,67.929610887        ,0.000001700         ,2020      
68Zn      ,67.924844232        ,0.000000835         ,2020      
68Ga      ,67.927980161        ,0.000001535         ,2020      
68Ge      ,67.928095305        ,0.000002014         ,2020      
68As      ,67.936774127        ,0.000001981         ,2020      
68Se      ,67.941825236        ,0.000000532         ,2020      
68Br      ,67.958356           ,0.000278            ,2020      
68Kr      ,67.972489           ,0.000537            ,2020      
69Cr      ,68.989662           ,0.000537            ,2020      
69Mn      ,68.972775           ,0.000429            ,2020      
69Fe      ,68.957918           ,0.000215            ,2020      
69Co      ,68.945909000        ,0.000092000         ,2020      
69Ni      ,68.935610267        ,0.000004000         ,2020      
69Cu      ,68.929429267        ,0.000001500         ,2020      
69Zn      ,68.926550360        ,0.000000853         ,2020      
69Ga      ,68.925573528        ,0.000001285         ,2020      
69Ge      ,68.927964467        ,0.000001414         ,2020      
69As      ,68.932246289        ,0.000034352         ,2020      
69Se      ,68.939414845        ,0.000001599         ,2020      
69Br      ,68.950338410        ,0.000045091         ,2020      
69Kr      ,68.965496           ,0.000322            ,2020      
70Cr      ,69.993945           ,0.000644            ,2020      
70Mn      ,69.978046           ,0.000537            ,2020      
70Fe      ,69.960397           ,0.000322            ,2020      
70Co      ,69.950053400        ,0.000011800         ,2020      
70Ni      ,69.936431300        ,0.000002301         ,2020      
70Cu      ,69.932392078        ,0.000001161         ,2020      
70Zn      ,69.925319175        ,0.000002058         ,2020      
70Ga      ,69.926021914        ,0.000001289         ,2020      
70Ge      ,69.924248542        ,0.000000880         ,2020      
70As      ,69.930934642        ,0.000001500         ,2020      
70Se      ,69.933515521        ,0.000001700         ,2020      
70Br      ,69.944792321        ,0.000016000         ,2020      
